site,species,trait,env,value
226,Petasites frigidus var. palmatus,-1.147878108,-1.262328832,1
227,Petasites frigidus var. palmatus,-1.147878108,-1.262328832,0
230,Petasites frigidus var. palmatus,-1.147878108,-0.448488581,0
247,Petasites frigidus var. palmatus,-1.147878108,0.69088777,0
248,Petasites frigidus var. palmatus,-1.147878108,1.01642387,0
250,Petasites frigidus var. palmatus,-1.147878108,-0.285720531,0
29,Petasites frigidus var. palmatus,-1.147878108,-0.774024681,0
30,Petasites frigidus var. palmatus,-1.147878108,-0.936792732,0
306,Petasites frigidus var. palmatus,-1.147878108,1.34195997,0
307,Petasites frigidus var. palmatus,-1.147878108,1.394045746,0
308,Petasites frigidus var. palmatus,-1.147878108,-0.350827751,0
31,Petasites frigidus var. palmatus,-1.147878108,-0.204336506,0
32,Petasites frigidus var. palmatus,-1.147878108,1.47217441,0
33,Petasites frigidus var. palmatus,-1.147878108,1.08153109,0
34,Petasites frigidus var. palmatus,-1.147878108,0.82110221,0
35,Petasites frigidus var. palmatus,-1.147878108,0.283967644,0
38,Petasites frigidus var. palmatus,-1.147878108,-0.503829718,0
39,Petasites frigidus var. palmatus,-1.147878108,-0.774024681,0
407,Petasites frigidus var. palmatus,-1.147878108,0.905741596,0
409,Petasites frigidus var. palmatus,-1.147878108,-1.480438019,0
410,Petasites frigidus var. palmatus,-1.147878108,-1.425096882,0
411,Petasites frigidus var. palmatus,-1.147878108,-0.936792732,0
412,Petasites frigidus var. palmatus,-1.147878108,1.667496071,0
43,Petasites frigidus var. palmatus,-1.147878108,-1.425096882,0
45,Petasites frigidus var. palmatus,-1.147878108,0.202583619,0
49,Petasites frigidus var. palmatus,-1.147878108,-0.692640656,0
50,Petasites frigidus var. palmatus,-1.147878108,-1.099560782,0
51,Petasites frigidus var. palmatus,-1.147878108,-0.285720531,0
53,Petasites frigidus var. palmatus,-1.147878108,0.82110221,0
81,Petasites frigidus var. palmatus,-1.147878108,0.69088777,0
83,Petasites frigidus var. palmatus,-1.147878108,1.423343995,0
84,Petasites frigidus var. palmatus,-1.147878108,-0.070866705,0
109,Philadelphus lewisii,-1.062565462,-0.350827751,0
113,Philadelphus lewisii,-1.062565462,-0.774024681,0
12,Philadelphus lewisii,-1.062565462,1.667496071,0
156,Philadelphus lewisii,-1.062565462,1.01642387,0
157,Philadelphus lewisii,-1.062565462,1.34195997,0
160,Philadelphus lewisii,-1.062565462,-1.392543272,0
161,Philadelphus lewisii,-1.062565462,-0.936792732,0
163,Philadelphus lewisii,-1.062565462,-1.197221612,0
164,Philadelphus lewisii,-1.062565462,-0.285720531,0
185,Philadelphus lewisii,-1.062565462,1.423343995,0
187,Philadelphus lewisii,-1.062565462,0.69088777,0
188,Philadelphus lewisii,-1.062565462,1.01642387,0
190,Philadelphus lewisii,-1.062565462,0.75599499,0
191,Philadelphus lewisii,-1.062565462,0.609503745,0
192,Philadelphus lewisii,-1.062565462,-1.587864932,0
193,Philadelphus lewisii,-1.062565462,0.75599499,0
194,Philadelphus lewisii,-1.062565462,0.300244449,0
223,Philadelphus lewisii,-1.062565462,-1.099560782,3
224,Philadelphus lewisii,-1.062565462,-0.448488581,0
225,Philadelphus lewisii,-1.062565462,-1.099560782,0
226,Philadelphus lewisii,-1.062565462,-1.262328832,8
227,Philadelphus lewisii,-1.062565462,-1.262328832,0
230,Philadelphus lewisii,-1.062565462,-0.448488581,0
247,Philadelphus lewisii,-1.062565462,0.69088777,0
248,Philadelphus lewisii,-1.062565462,1.01642387,0
250,Philadelphus lewisii,-1.062565462,-0.285720531,0
29,Philadelphus lewisii,-1.062565462,-0.774024681,0
30,Philadelphus lewisii,-1.062565462,-0.936792732,0
306,Philadelphus lewisii,-1.062565462,1.34195997,0
307,Philadelphus lewisii,-1.062565462,1.394045746,0
308,Philadelphus lewisii,-1.062565462,-0.350827751,0
31,Philadelphus lewisii,-1.062565462,-0.204336506,0
32,Philadelphus lewisii,-1.062565462,1.47217441,0
33,Philadelphus lewisii,-1.062565462,1.08153109,0
34,Philadelphus lewisii,-1.062565462,0.82110221,0
35,Philadelphus lewisii,-1.062565462,0.283967644,0
38,Philadelphus lewisii,-1.062565462,-0.503829718,0
39,Philadelphus lewisii,-1.062565462,-0.774024681,0
407,Philadelphus lewisii,-1.062565462,0.905741596,0
409,Philadelphus lewisii,-1.062565462,-1.480438019,0
410,Philadelphus lewisii,-1.062565462,-1.425096882,0
411,Philadelphus lewisii,-1.062565462,-0.936792732,0
412,Philadelphus lewisii,-1.062565462,1.667496071,5
43,Philadelphus lewisii,-1.062565462,-1.425096882,0
45,Philadelphus lewisii,-1.062565462,0.202583619,0
49,Philadelphus lewisii,-1.062565462,-0.692640656,0
50,Philadelphus lewisii,-1.062565462,-1.099560782,0
51,Philadelphus lewisii,-1.062565462,-0.285720531,0
53,Philadelphus lewisii,-1.062565462,0.82110221,0
81,Philadelphus lewisii,-1.062565462,0.69088777,0
83,Philadelphus lewisii,-1.062565462,1.423343995,0
84,Philadelphus lewisii,-1.062565462,-0.070866705,0
109,Pinus attenuata,1.063288906,-0.350827751,0
113,Pinus attenuata,1.063288906,-0.774024681,0
12,Pinus attenuata,1.063288906,1.667496071,16
156,Pinus attenuata,1.063288906,1.01642387,0
157,Pinus attenuata,1.063288906,1.34195997,0
160,Pinus attenuata,1.063288906,-1.392543272,0
161,Pinus attenuata,1.063288906,-0.936792732,0
163,Pinus attenuata,1.063288906,-1.197221612,0
164,Pinus attenuata,1.063288906,-0.285720531,0
185,Pinus attenuata,1.063288906,1.423343995,0
187,Pinus attenuata,1.063288906,0.69088777,0
188,Pinus attenuata,1.063288906,1.01642387,0
190,Pinus attenuata,1.063288906,0.75599499,0
191,Pinus attenuata,1.063288906,0.609503745,0
192,Pinus attenuata,1.063288906,-1.587864932,0
193,Pinus attenuata,1.063288906,0.75599499,0
194,Pinus attenuata,1.063288906,0.300244449,0
223,Pinus attenuata,1.063288906,-1.099560782,0
224,Pinus attenuata,1.063288906,-0.448488581,0
225,Pinus attenuata,1.063288906,-1.099560782,0
226,Pinus attenuata,1.063288906,-1.262328832,0
227,Pinus attenuata,1.063288906,-1.262328832,0
230,Pinus attenuata,1.063288906,-0.448488581,0
247,Pinus attenuata,1.063288906,0.69088777,0
248,Pinus attenuata,1.063288906,1.01642387,0
250,Pinus attenuata,1.063288906,-0.285720531,0
29,Pinus attenuata,1.063288906,-0.774024681,0
30,Pinus attenuata,1.063288906,-0.936792732,0
306,Pinus attenuata,1.063288906,1.34195997,0
307,Pinus attenuata,1.063288906,1.394045746,0
308,Pinus attenuata,1.063288906,-0.350827751,0
31,Pinus attenuata,1.063288906,-0.204336506,0
32,Pinus attenuata,1.063288906,1.47217441,0
33,Pinus attenuata,1.063288906,1.08153109,0
34,Pinus attenuata,1.063288906,0.82110221,0
35,Pinus attenuata,1.063288906,0.283967644,0
38,Pinus attenuata,1.063288906,-0.503829718,0
39,Pinus attenuata,1.063288906,-0.774024681,0
407,Pinus attenuata,1.063288906,0.905741596,0
409,Pinus attenuata,1.063288906,-1.480438019,0
410,Pinus attenuata,1.063288906,-1.425096882,0
411,Pinus attenuata,1.063288906,-0.936792732,0
412,Pinus attenuata,1.063288906,1.667496071,0
43,Pinus attenuata,1.063288906,-1.425096882,0
45,Pinus attenuata,1.063288906,0.202583619,0
49,Pinus attenuata,1.063288906,-0.692640656,0
50,Pinus attenuata,1.063288906,-1.099560782,0
51,Pinus attenuata,1.063288906,-0.285720531,0
53,Pinus attenuata,1.063288906,0.82110221,0
81,Pinus attenuata,1.063288906,0.69088777,0
83,Pinus attenuata,1.063288906,1.423343995,0
84,Pinus attenuata,1.063288906,-0.070866705,0
109,Pinus lambertiana,1.656429538,-0.350827751,0
113,Pinus lambertiana,1.656429538,-0.774024681,0
12,Pinus lambertiana,1.656429538,1.667496071,0
156,Pinus lambertiana,1.656429538,1.01642387,0
157,Pinus lambertiana,1.656429538,1.34195997,18
160,Pinus lambertiana,1.656429538,-1.392543272,0
161,Pinus lambertiana,1.656429538,-0.936792732,1
163,Pinus lambertiana,1.656429538,-1.197221612,0
164,Pinus lambertiana,1.656429538,-0.285720531,0
185,Pinus lambertiana,1.656429538,1.423343995,0
187,Pinus lambertiana,1.656429538,0.69088777,0
188,Pinus lambertiana,1.656429538,1.01642387,0
190,Pinus lambertiana,1.656429538,0.75599499,0
191,Pinus lambertiana,1.656429538,0.609503745,0
192,Pinus lambertiana,1.656429538,-1.587864932,0
193,Pinus lambertiana,1.656429538,0.75599499,0
194,Pinus lambertiana,1.656429538,0.300244449,0
223,Pinus lambertiana,1.656429538,-1.099560782,0
224,Pinus lambertiana,1.656429538,-0.448488581,0
225,Pinus lambertiana,1.656429538,-1.099560782,2
226,Pinus lambertiana,1.656429538,-1.262328832,0
227,Pinus lambertiana,1.656429538,-1.262328832,0
230,Pinus lambertiana,1.656429538,-0.448488581,0
247,Pinus lambertiana,1.656429538,0.69088777,0
248,Pinus lambertiana,1.656429538,1.01642387,0
250,Pinus lambertiana,1.656429538,-0.285720531,0
29,Pinus lambertiana,1.656429538,-0.774024681,0
30,Pinus lambertiana,1.656429538,-0.936792732,0
306,Pinus lambertiana,1.656429538,1.34195997,0
307,Pinus lambertiana,1.656429538,1.394045746,0
308,Pinus lambertiana,1.656429538,-0.350827751,0
31,Pinus lambertiana,1.656429538,-0.204336506,0
32,Pinus lambertiana,1.656429538,1.47217441,0
33,Pinus lambertiana,1.656429538,1.08153109,0
34,Pinus lambertiana,1.656429538,0.82110221,0
35,Pinus lambertiana,1.656429538,0.283967644,0
38,Pinus lambertiana,1.656429538,-0.503829718,0
39,Pinus lambertiana,1.656429538,-0.774024681,0
407,Pinus lambertiana,1.656429538,0.905741596,0
409,Pinus lambertiana,1.656429538,-1.480438019,0
410,Pinus lambertiana,1.656429538,-1.425096882,0
411,Pinus lambertiana,1.656429538,-0.936792732,12
412,Pinus lambertiana,1.656429538,1.667496071,0
43,Pinus lambertiana,1.656429538,-1.425096882,0
45,Pinus lambertiana,1.656429538,0.202583619,0
49,Pinus lambertiana,1.656429538,-0.692640656,6
50,Pinus lambertiana,1.656429538,-1.099560782,0
51,Pinus lambertiana,1.656429538,-0.285720531,0
53,Pinus lambertiana,1.656429538,0.82110221,0
81,Pinus lambertiana,1.656429538,0.69088777,10
83,Pinus lambertiana,1.656429538,1.423343995,0
84,Pinus lambertiana,1.656429538,-0.070866705,0
109,Pinus ponderosa,0.911695067,-0.350827751,0
113,Pinus ponderosa,0.911695067,-0.774024681,0
12,Pinus ponderosa,0.911695067,1.667496071,0
156,Pinus ponderosa,0.911695067,1.01642387,8
157,Pinus ponderosa,0.911695067,1.34195997,0
160,Pinus ponderosa,0.911695067,-1.392543272,0
161,Pinus ponderosa,0.911695067,-0.936792732,0
163,Pinus ponderosa,0.911695067,-1.197221612,0
164,Pinus ponderosa,0.911695067,-0.285720531,0
185,Pinus ponderosa,0.911695067,1.423343995,0
187,Pinus ponderosa,0.911695067,0.69088777,0
188,Pinus ponderosa,0.911695067,1.01642387,0
190,Pinus ponderosa,0.911695067,0.75599499,0
191,Pinus ponderosa,0.911695067,0.609503745,0
192,Pinus ponderosa,0.911695067,-1.587864932,0
193,Pinus ponderosa,0.911695067,0.75599499,0
194,Pinus ponderosa,0.911695067,0.300244449,0
223,Pinus ponderosa,0.911695067,-1.099560782,0
224,Pinus ponderosa,0.911695067,-0.448488581,0
225,Pinus ponderosa,0.911695067,-1.099560782,0
226,Pinus ponderosa,0.911695067,-1.262328832,0
227,Pinus ponderosa,0.911695067,-1.262328832,0
230,Pinus ponderosa,0.911695067,-0.448488581,0
247,Pinus ponderosa,0.911695067,0.69088777,0
248,Pinus ponderosa,0.911695067,1.01642387,0
250,Pinus ponderosa,0.911695067,-0.285720531,0
29,Pinus ponderosa,0.911695067,-0.774024681,0
30,Pinus ponderosa,0.911695067,-0.936792732,0
306,Pinus ponderosa,0.911695067,1.34195997,0
307,Pinus ponderosa,0.911695067,1.394045746,0
308,Pinus ponderosa,0.911695067,-0.350827751,0
31,Pinus ponderosa,0.911695067,-0.204336506,0
32,Pinus ponderosa,0.911695067,1.47217441,0
33,Pinus ponderosa,0.911695067,1.08153109,0
34,Pinus ponderosa,0.911695067,0.82110221,0
35,Pinus ponderosa,0.911695067,0.283967644,0
38,Pinus ponderosa,0.911695067,-0.503829718,0
39,Pinus ponderosa,0.911695067,-0.774024681,0
407,Pinus ponderosa,0.911695067,0.905741596,0
409,Pinus ponderosa,0.911695067,-1.480438019,0
410,Pinus ponderosa,0.911695067,-1.425096882,0
411,Pinus ponderosa,0.911695067,-0.936792732,0
412,Pinus ponderosa,0.911695067,1.667496071,0
43,Pinus ponderosa,0.911695067,-1.425096882,0
45,Pinus ponderosa,0.911695067,0.202583619,0
49,Pinus ponderosa,0.911695067,-0.692640656,0
50,Pinus ponderosa,0.911695067,-1.099560782,0
51,Pinus ponderosa,0.911695067,-0.285720531,0
53,Pinus ponderosa,0.911695067,0.82110221,0
81,Pinus ponderosa,0.911695067,0.69088777,0
83,Pinus ponderosa,0.911695067,1.423343995,0
84,Pinus ponderosa,0.911695067,-0.070866705,0
109,Polystichum munitum,0.626960116,-0.350827751,0
113,Polystichum munitum,0.626960116,-0.774024681,1
12,Polystichum munitum,0.626960116,1.667496071,0
156,Polystichum munitum,0.626960116,1.01642387,0
157,Polystichum munitum,0.626960116,1.34195997,0
160,Polystichum munitum,0.626960116,-1.392543272,1
161,Polystichum munitum,0.626960116,-0.936792732,6
163,Polystichum munitum,0.626960116,-1.197221612,8
164,Polystichum munitum,0.626960116,-0.285720531,0
185,Polystichum munitum,0.626960116,1.423343995,0
187,Polystichum munitum,0.626960116,0.69088777,7
188,Polystichum munitum,0.626960116,1.01642387,0
190,Polystichum munitum,0.626960116,0.75599499,0
191,Polystichum munitum,0.626960116,0.609503745,3
192,Polystichum munitum,0.626960116,-1.587864932,8
193,Polystichum munitum,0.626960116,0.75599499,1
194,Polystichum munitum,0.626960116,0.300244449,1
223,Polystichum munitum,0.626960116,-1.099560782,1
224,Polystichum munitum,0.626960116,-0.448488581,2
225,Polystichum munitum,0.626960116,-1.099560782,0
226,Polystichum munitum,0.626960116,-1.262328832,10
227,Polystichum munitum,0.626960116,-1.262328832,0
230,Polystichum munitum,0.626960116,-0.448488581,1
247,Polystichum munitum,0.626960116,0.69088777,1
248,Polystichum munitum,0.626960116,1.01642387,0
250,Polystichum munitum,0.626960116,-0.285720531,0
29,Polystichum munitum,0.626960116,-0.774024681,8
30,Polystichum munitum,0.626960116,-0.936792732,1
306,Polystichum munitum,0.626960116,1.34195997,0
307,Polystichum munitum,0.626960116,1.394045746,0
308,Polystichum munitum,0.626960116,-0.350827751,0
31,Polystichum munitum,0.626960116,-0.204336506,1
32,Polystichum munitum,0.626960116,1.47217441,0
33,Polystichum munitum,0.626960116,1.08153109,0
34,Polystichum munitum,0.626960116,0.82110221,0
35,Polystichum munitum,0.626960116,0.283967644,0
38,Polystichum munitum,0.626960116,-0.503829718,0
39,Polystichum munitum,0.626960116,-0.774024681,0
407,Polystichum munitum,0.626960116,0.905741596,1
409,Polystichum munitum,0.626960116,-1.480438019,2
410,Polystichum munitum,0.626960116,-1.425096882,6
411,Polystichum munitum,0.626960116,-0.936792732,0
412,Polystichum munitum,0.626960116,1.667496071,0
43,Polystichum munitum,0.626960116,-1.425096882,0
45,Polystichum munitum,0.626960116,0.202583619,0
49,Polystichum munitum,0.626960116,-0.692640656,2
50,Polystichum munitum,0.626960116,-1.099560782,11
51,Polystichum munitum,0.626960116,-0.285720531,3
53,Polystichum munitum,0.626960116,0.82110221,2
81,Polystichum munitum,0.626960116,0.69088777,0
83,Polystichum munitum,0.626960116,1.423343995,0
84,Polystichum munitum,0.626960116,-0.070866705,5
109,Prosartes hookeri,-1.768978952,-0.350827751,0
113,Prosartes hookeri,-1.768978952,-0.774024681,0
12,Prosartes hookeri,-1.768978952,1.667496071,0
156,Prosartes hookeri,-1.768978952,1.01642387,0
157,Prosartes hookeri,-1.768978952,1.34195997,0
160,Prosartes hookeri,-1.768978952,-1.392543272,0
161,Prosartes hookeri,-1.768978952,-0.936792732,0
163,Prosartes hookeri,-1.768978952,-1.197221612,0
164,Prosartes hookeri,-1.768978952,-0.285720531,0
185,Prosartes hookeri,-1.768978952,1.423343995,0
187,Prosartes hookeri,-1.768978952,0.69088777,0
188,Prosartes hookeri,-1.768978952,1.01642387,0
190,Prosartes hookeri,-1.768978952,0.75599499,0
191,Prosartes hookeri,-1.768978952,0.609503745,0
192,Prosartes hookeri,-1.768978952,-1.587864932,0
193,Prosartes hookeri,-1.768978952,0.75599499,0
194,Prosartes hookeri,-1.768978952,0.300244449,0
223,Prosartes hookeri,-1.768978952,-1.099560782,0
224,Prosartes hookeri,-1.768978952,-0.448488581,0
225,Prosartes hookeri,-1.768978952,-1.099560782,0
226,Prosartes hookeri,-1.768978952,-1.262328832,0
227,Prosartes hookeri,-1.768978952,-1.262328832,0
230,Prosartes hookeri,-1.768978952,-0.448488581,0
247,Prosartes hookeri,-1.768978952,0.69088777,0
248,Prosartes hookeri,-1.768978952,1.01642387,0
250,Prosartes hookeri,-1.768978952,-0.285720531,0
29,Prosartes hookeri,-1.768978952,-0.774024681,0
30,Prosartes hookeri,-1.768978952,-0.936792732,0
306,Prosartes hookeri,-1.768978952,1.34195997,0
307,Prosartes hookeri,-1.768978952,1.394045746,0
308,Prosartes hookeri,-1.768978952,-0.350827751,0
31,Prosartes hookeri,-1.768978952,-0.204336506,0
32,Prosartes hookeri,-1.768978952,1.47217441,0
33,Prosartes hookeri,-1.768978952,1.08153109,0
34,Prosartes hookeri,-1.768978952,0.82110221,0
35,Prosartes hookeri,-1.768978952,0.283967644,0
38,Prosartes hookeri,-1.768978952,-0.503829718,0
39,Prosartes hookeri,-1.768978952,-0.774024681,0
407,Prosartes hookeri,-1.768978952,0.905741596,0
409,Prosartes hookeri,-1.768978952,-1.480438019,0
410,Prosartes hookeri,-1.768978952,-1.425096882,0
411,Prosartes hookeri,-1.768978952,-0.936792732,1
412,Prosartes hookeri,-1.768978952,1.667496071,0
43,Prosartes hookeri,-1.768978952,-1.425096882,0
45,Prosartes hookeri,-1.768978952,0.202583619,0
49,Prosartes hookeri,-1.768978952,-0.692640656,0
50,Prosartes hookeri,-1.768978952,-1.099560782,1
51,Prosartes hookeri,-1.768978952,-0.285720531,0
53,Prosartes hookeri,-1.768978952,0.82110221,0
81,Prosartes hookeri,-1.768978952,0.69088777,0
83,Prosartes hookeri,-1.768978952,1.423343995,0
84,Prosartes hookeri,-1.768978952,-0.070866705,0
109,Pseudotsuga menziesii var. menziesii,1.204367011,-0.350827751,52
113,Pseudotsuga menziesii var. menziesii,1.204367011,-0.774024681,83
12,Pseudotsuga menziesii var. menziesii,1.204367011,1.667496071,96
156,Pseudotsuga menziesii var. menziesii,1.204367011,1.01642387,16
157,Pseudotsuga menziesii var. menziesii,1.204367011,1.34195997,47
160,Pseudotsuga menziesii var. menziesii,1.204367011,-1.392543272,62
161,Pseudotsuga menziesii var. menziesii,1.204367011,-0.936792732,45
163,Pseudotsuga menziesii var. menziesii,1.204367011,-1.197221612,48
164,Pseudotsuga menziesii var. menziesii,1.204367011,-0.285720531,82
185,Pseudotsuga menziesii var. menziesii,1.204367011,1.423343995,26
187,Pseudotsuga menziesii var. menziesii,1.204367011,0.69088777,71
188,Pseudotsuga menziesii var. menziesii,1.204367011,1.01642387,12
190,Pseudotsuga menziesii var. menziesii,1.204367011,0.75599499,42
191,Pseudotsuga menziesii var. menziesii,1.204367011,0.609503745,84
192,Pseudotsuga menziesii var. menziesii,1.204367011,-1.587864932,42
193,Pseudotsuga menziesii var. menziesii,1.204367011,0.75599499,36
194,Pseudotsuga menziesii var. menziesii,1.204367011,0.300244449,49
223,Pseudotsuga menziesii var. menziesii,1.204367011,-1.099560782,62
224,Pseudotsuga menziesii var. menziesii,1.204367011,-0.448488581,80
225,Pseudotsuga menziesii var. menziesii,1.204367011,-1.099560782,29
226,Pseudotsuga menziesii var. menziesii,1.204367011,-1.262328832,2
227,Pseudotsuga menziesii var. menziesii,1.204367011,-1.262328832,22
230,Pseudotsuga menziesii var. menziesii,1.204367011,-0.448488581,84
247,Pseudotsuga menziesii var. menziesii,1.204367011,0.69088777,46
248,Pseudotsuga menziesii var. menziesii,1.204367011,1.01642387,65
250,Pseudotsuga menziesii var. menziesii,1.204367011,-0.285720531,84
29,Pseudotsuga menziesii var. menziesii,1.204367011,-0.774024681,87
30,Pseudotsuga menziesii var. menziesii,1.204367011,-0.936792732,88
306,Pseudotsuga menziesii var. menziesii,1.204367011,1.34195997,75
